Users,Breed,Age,Training,Rating,Difficulty Level,Dog Response,Duration Preferences
1229,Shih Tzu,17,Off Leash Down Stay,3,Intermediate,Quick Learner,Medium Sessions
1230,Labrador Retriever,6,Off Leash Sit,2,Advanced,Very Responsive,Medium Sessions
1231,Pomeranian,15,Off Leash Down Stay,4,Basic,Quick Learner,Multiple Short Sessions per Day
1232,Labrador Retriever,10,Off Leash Sit Stay,3.3,Intermediate,Quick Learner,Multiple Short Sessions per Day
1233,Aspin,19,Down Stay,4.3,Advanced,Needs More Guidance,Long Sessions
1234,Siberian Husky,6,Off Leash Sit Stay,2.9,Basic,Confident Learner,Multiple Short Sessions per Day
1235,Beagle,18,Shake Hands,4,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1236,Golden Retriever,21,On and Off Sight Stay,3.7,Advanced,Confident Learner,No strict preference
1237,Bulldog,20,Off Leash Down Stay,5,Advanced,Working on Tricks,Long Sessions
1238,Aspin,15,Off Leash Sit,4.2,Advanced,Focused but Distractible,Medium Sessions
1239,German Shepherd,17,Roll Over,3.1,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1240,Pug,6,Loose Leash Walking,2,Basic,Focused but Distractible,Short Sessions
1241,Shih Tzu,18,Long Stay Off Leash,4,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1242,Golden Retriever,10,On and Off Sight Stay,2,Intermediate,Quick Learner,Medium Sessions
1243,Labrador Retriever,10,Off Leash Sit Stay,3.3,Advanced,Quick Learner,Multiple Short Sessions per Day
1244,Aspin,19,Down Stay,4.3,Basic,Needs More Guidance,Long Sessions
1245,Siberian Husky,6,Off Leash Sit Stay,2.9,Advanced,Confident Learner,Multiple Short Sessions per Day
1246,Beagle,18,Shake Hands,4,Basic,Focused but Distractible,Multiple Short Sessions per Day
1247,Golden Retriever,21,On and Off Sight Stay,3.7,Advanced,Confident Learner,No strict preference
1248,Bulldog,20,Off Leash Down Stay,5,Advanced,Working on Tricks,Long Sessions
1249,Aspin,15,Off Leash Sit,4.2,Advanced,Focused but Distractible,Medium Sessions
1250,German Shepherd,17,Roll Over,3.1,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1251,Pug,6,Loose Leash Walking,2,Basic,Focused but Distractible,Short Sessions
1252,Shih Tzu,18,Long Stay Off Leash,4,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1253,Golden Retriever,10,On and Off Sight Stay,2,Intermediate,Quick Learner,Medium Sessions
1254,Shih Tzu,17,Off Leash Down Stay,3,Advanced,Quick Learner,Medium Sessions
1255,Labrador Retriever,6,Off Leash Sit,2,Basic,Very Responsive,Medium Sessions
1256,Pomeranian,15,Off Leash Down Stay,4,Advanced,Quick Learner,Multiple Short Sessions per Day
1257,German Shepherd,3,Off Leash Sit Stay,3,Intermediate,Working on Tricks,Multiple Short Sessions per Day
1258,Pomeranian,20,Heel,4,Advanced,Confident Learner,Multiple Short Sessions per Day
1259,Bulldog,20,Off Leash Down Stay,5,Basic,Working on Tricks,Long Sessions
1260,Aspin,15,Off Leash Sit,4.2,Advanced,Focused but Distractible,Medium Sessions
1261,German Shepherd,17,Roll Over,3.1,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1262,Pug,6,Loose Leash Walking,2,Advanced,Focused but Distractible,Short Sessions
1263,Shih Tzu,18,Long Stay Off Leash,4,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1264,Golden Retriever,10,On and Off Sight Stay,2,Advanced,Quick Learner,Medium Sessions
1265,Labrador Retriever,10,Off Leash Sit Stay,3.3,Basic,Quick Learner,Multiple Short Sessions per Day
1266,Aspin,19,Down Stay,4.3,Advanced,Needs More Guidance,Long Sessions
1267,Siberian Husky,6,Off Leash Sit Stay,2.9,Intermediate,Confident Learner,Multiple Short Sessions per Day
1268,Beagle,18,Shake Hands,4,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1269,Golden Retriever,21,On and Off Sight Stay,3.7,Basic,Confident Learner,No strict preference
1270,Bulldog,20,Off Leash Down Stay,5,Advanced,Working on Tricks,Long Sessions
1271,Aspin,15,Off Leash Sit,4.2,Basic,Focused but Distractible,Medium Sessions
1272,German Shepherd,17,Roll Over,3.1,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1273,Pug,6,Loose Leash Walking,2,Advanced,Focused but Distractible,Short Sessions
1274,Shih Tzu,18,Long Stay Off Leash,4,Intermediate,Needs More Guidance,Multiple Short Sessions per Day
1275,Golden Retriever,10,On and Off Sight Stay,2,Advanced,Quick Learner,Medium Sessions
1276,Shih Tzu,17,Off Leash Down Stay,3,Basic,Quick Learner,Medium Sessions
1277,Labrador Retriever,6,Off Leash Sit,2,Advanced,Very Responsive,Medium Sessions
1278,Pomeranian,15,Off Leash Down Stay,4,Advanced,Quick Learner,Multiple Short Sessions per Day
1279,German Shepherd,3,Off Leash Sit Stay,3,Advanced,Working on Tricks,Multiple Short Sessions per Day
1280,Pomeranian,20,Heel,4,Advanced,Confident Learner,Multiple Short Sessions per Day
1281,Bulldog,20,Off Leash Down Stay,5,Advanced,Working on Tricks,Long Sessions
1282,Aspin,15,Off Leash Sit,4.2,Basic,Focused but Distractible,Medium Sessions
1283,German Shepherd,17,Roll Over,3.1,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1284,Pug,6,Loose Leash Walking,2,Intermediate,Focused but Distractible,Short Sessions
1285,Shih Tzu,18,Long Stay Off Leash,4,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1286,Golden Retriever,10,On and Off Sight Stay,2,Basic,Quick Learner,Medium Sessions
1287,Shih Tzu,17,Off Leash Down Stay,3,Advanced,Quick Learner,Medium Sessions
1288,Labrador Retriever,6,Off Leash Sit,2,Basic,Very Responsive,Medium Sessions
1289,Pomeranian,15,Off Leash Down Stay,4,Advanced,Quick Learner,Multiple Short Sessions per Day
1290,German Shepherd,3,Off Leash Sit Stay,3,Advanced,Working on Tricks,Multiple Short Sessions per Day
1291,Pomeranian,20,Heel,4,Advanced,Confident Learner,Multiple Short Sessions per Day
1292,Labrador Retriever,10,Off Leash Sit Stay,3.3,Advanced,Quick Learner,Multiple Short Sessions per Day
1293,Labrador Retriever,10,Off Leash Sit Stay,3.3,Basic,Quick Learner,Multiple Short Sessions per Day
1294,Aspin,19,Down Stay,4.3,Advanced,Needs More Guidance,Long Sessions
1295,Siberian Husky,6,Off Leash Sit Stay,2.9,Intermediate,Confident Learner,Multiple Short Sessions per Day
1296,Beagle,18,Shake Hands,4,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1297,Golden Retriever,21,On and Off Sight Stay,3.7,Basic,Confident Learner,No strict preference
1298,Bulldog,20,Off Leash Down Stay,5,Advanced,Working on Tricks,Long Sessions
1299,Aspin,15,Off Leash Sit,4.2,Basic,Focused but Distractible,Medium Sessions
1300,German Shepherd,17,Roll Over,3.1,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1301,Pug,6,Loose Leash Walking,2,Intermediate,Focused but Distractible,Short Sessions
1302,Shih Tzu,18,Long Stay Off Leash,4,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1303,Golden Retriever,10,On and Off Sight Stay,2,Advanced,Quick Learner,Medium Sessions
1304,Shih Tzu,17,Off Leash Down Stay,3,Intermediate,Quick Learner,Medium Sessions
1305,Labrador Retriever,6,Off Leash Sit,2,Advanced,Very Responsive,Medium Sessions
1306,Pomeranian,15,Off Leash Down Stay,4,Basic,Quick Learner,Multiple Short Sessions per Day
1307,German Shepherd,3,Off Leash Sit Stay,3,Advanced,Working on Tricks,Multiple Short Sessions per Day
1308,Pomeranian,20,Heel,4,Advanced,Confident Learner,Multiple Short Sessions per Day
1309,Bulldog,20,Off Leash Down Stay,5,Advanced,Working on Tricks,Long Sessions
1310,Aspin,15,Off Leash Sit,4.2,Advanced,Focused but Distractible,Medium Sessions
1311,German Shepherd,17,Roll Over,3.1,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1312,Pug,6,Loose Leash Walking,2,Basic,Focused but Distractible,Short Sessions
1313,Shih Tzu,18,Long Stay Off Leash,4,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1314,Golden Retriever,10,On and Off Sight Stay,2,Intermediate,Quick Learner,Medium Sessions
1315,Shih Tzu,17,Off Leash Down Stay,3,Advanced,Quick Learner,Medium Sessions
1316,Labrador Retriever,6,Off Leash Sit,2,Basic,Very Responsive,Medium Sessions
1317,Pomeranian,15,Off Leash Down Stay,4,Advanced,Quick Learner,Multiple Short Sessions per Day
1318,German Shepherd,3,Off Leash Sit Stay,3,Basic,Working on Tricks,Multiple Short Sessions per Day
1319,Pomeranian,20,Heel,4,Advanced,Confident Learner,Multiple Short Sessions per Day
1320,Labrador Retriever,10,Off Leash Sit Stay,3.3,Advanced,Quick Learner,Multiple Short Sessions per Day
1321,Aspin,19,Down Stay,4.3,Advanced,Needs More Guidance,Long Sessions
1322,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1323,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1324,Labrador Retriever,10,Off Leash Sit Stay,3.3,Advanced,Quick Learner,Multiple Short Sessions per Day
1325,Aspin,19,Down Stay,4.3,Intermediate,Needs More Guidance,Long Sessions
1326,Siberian Husky,6,Off Leash Sit Stay,2.9,Advanced,Confident Learner,Multiple Short Sessions per Day
1327,Beagle,18,Shake Hands,4,Basic,Focused but Distractible,Multiple Short Sessions per Day
1328,Golden Retriever,21,On and Off Sight Stay,3.7,Advanced,Confident Learner,No strict preference
1329,Bulldog,20,Off Leash Down Stay,5,Intermediate,Working on Tricks,Long Sessions
1330,Aspin,15,Off Leash Sit,4.2,Advanced,Focused but Distractible,Medium Sessions
1331,German Shepherd,17,Roll Over,3.1,Basic,Focused but Distractible,Multiple Short Sessions per Day
1332,Pug,6,Loose Leash Walking,2,Advanced,Focused but Distractible,Short Sessions
1333,Shih Tzu,18,Long Stay Off Leash,4,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1334,Golden Retriever,10,On and Off Sight Stay,2,Advanced,Quick Learner,Medium Sessions
1335,Shih Tzu,17,Off Leash Down Stay,3,Advanced,Quick Learner,Medium Sessions
1336,Labrador Retriever,6,Off Leash Sit,2,Advanced,Very Responsive,Medium Sessions
1337,Pomeranian,15,Off Leash Down Stay,4,Basic,Quick Learner,Multiple Short Sessions per Day
1338,German Shepherd,3,Off Leash Sit Stay,3,Advanced,Working on Tricks,Multiple Short Sessions per Day
1339,Pomeranian,20,Heel,4,Intermediate,Confident Learner,Multiple Short Sessions per Day
1340,Bulldog,20,Off Leash Down Stay,5,Intermediate,Working on Tricks,Long Sessions
1341,Aspin,15,Off Leash Sit,4.2,Advanced,Focused but Distractible,Medium Sessions
1342,German Shepherd,17,Roll Over,3.1,Basic,Focused but Distractible,Multiple Short Sessions per Day
1343,Pug,6,Loose Leash Walking,2,Advanced,Focused but Distractible,Short Sessions
1344,Shih Tzu,18,Long Stay Off Leash,4,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1345,Golden Retriever,10,On and Off Sight Stay,2,Advanced,Quick Learner,Medium Sessions
1346,Labrador Retriever,10,Off Leash Sit Stay,3.3,Advanced,Quick Learner,Multiple Short Sessions per Day
1347,Aspin,19,Down Stay,4.3,Advanced,Needs More Guidance,Long Sessions
1348,Siberian Husky,6,Off Leash Sit Stay,2.9,Basic,Confident Learner,Multiple Short Sessions per Day
1349,Beagle,18,Shake Hands,4,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1350,Golden Retriever,21,On and Off Sight Stay,3.7,Intermediate,Confident Learner,No strict preference
1351,Bulldog,20,Off Leash Down Stay,5,Advanced,Working on Tricks,Long Sessions
1352,Aspin,15,Off Leash Sit,4.2,Basic,Focused but Distractible,Medium Sessions
1353,German Shepherd,17,Roll Over,3.1,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1354,Pug,6,Loose Leash Walking,2,Basic,Focused but Distractible,Short Sessions
1355,Shih Tzu,18,Long Stay Off Leash,4,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1356,Golden Retriever,10,On and Off Sight Stay,2,Advanced,Quick Learner,Medium Sessions
1357,Shih Tzu,17,Off Leash Down Stay,3,Advanced,Quick Learner,Medium Sessions
1358,Labrador Retriever,6,Off Leash Sit,2,Advanced,Very Responsive,Medium Sessions
1359,Pomeranian,15,Off Leash Down Stay,4,Basic,Quick Learner,Multiple Short Sessions per Day
1360,German Shepherd,3,Off Leash Sit Stay,3,Advanced,Working on Tricks,Multiple Short Sessions per Day
1361,Pomeranian,20,Heel,4,Intermediate,Confident Learner,Multiple Short Sessions per Day
1362,Bulldog,20,Off Leash Down Stay,5,Intermediate,Working on Tricks,Long Sessions
1363,Aspin,15,Off Leash Sit,4.2,Advanced,Focused but Distractible,Medium Sessions
1364,German Shepherd,17,Roll Over,3.1,Basic,Focused but Distractible,Multiple Short Sessions per Day
1365,Pug,6,Loose Leash Walking,2,Advanced,Focused but Distractible,Short Sessions
1366,Shih Tzu,18,Long Stay Off Leash,4,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1367,Golden Retriever,10,On and Off Sight Stay,2,Advanced,Quick Learner,Medium Sessions
1368,Shih Tzu,17,Off Leash Down Stay,3,Advanced,Quick Learner,Medium Sessions
1369,Labrador Retriever,6,Off Leash Sit,2,Advanced,Very Responsive,Medium Sessions
1370,Poodle,15,Off Leash Down Stay,4,Basic,Quick Learner,Multiple Short Sessions per Day
1371,German Shepherd,3,Off Leash Sit Stay,3,Advanced,Working on Tricks,Multiple Short Sessions per Day
1372,Pomeranian,20,Heel,4,Intermediate,Confident Learner,Multiple Short Sessions per Day
1373,Labrador Retriever,10,Off Leash Sit Stay,3.3,Advanced,Quick Learner,Multiple Short Sessions per Day
1374,Aspin,19,Down Stay,4.3,Basic,Needs More Guidance,Long Sessions
1375,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1376,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1377,Poodle,10,Sit,3,Basic,Needs More Guidance,Medium Sessions
1378,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1379,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1380,Labrador Retriever,10,Off Leash Sit Stay,3.3,Advanced,Quick Learner,Multiple Short Sessions per Day
1381,Aspin,19,Down Stay,4.3,Basic,Needs More Guidance,Long Sessions
1382,Siberian Husky,6,Off Leash Sit Stay,2.9,Advanced,Confident Learner,Multiple Short Sessions per Day
1383,Beagle,18,Shake Hands,4,Intermediate,Focused but Distractible,Multiple Short Sessions per Day
1384,Golden Retriever,21,On and Off Sight Stay,3.7,Advanced,Confident Learner,No strict preference
1385,Bulldog,20,Off Leash Down Stay,5,Basic,Working on Tricks,Long Sessions
1386,Aspin,15,Off Leash Sit,4.2,Advanced,Focused but Distractible,Medium Sessions
1387,German Shepherd,17,Roll Over,3.1,Basic,Focused but Distractible,Multiple Short Sessions per Day
1388,Pug,6,Loose Leash Walking,2,Advanced,Focused but Distractible,Short Sessions
1389,Shih Tzu,18,Long Stay Off Leash,4,Intermediate,Needs More Guidance,Multiple Short Sessions per Day
1390,Golden Retriever,10,On and Off Sight Stay,2,Intermediate,Quick Learner,Medium Sessions
1391,Shih Tzu,17,Off Leash Down Stay,3,Advanced,Quick Learner,Medium Sessions
1392,Labrador Retriever,6,Off Leash Sit,2,Basic,Very Responsive,Medium Sessions
1393,Pomeranian,15,Off Leash Down Stay,4,Advanced,Quick Learner,Multiple Short Sessions per Day
1394,Poodle,3,Off Leash Sit Stay,3,Advanced,Working on Tricks,Multiple Short Sessions per Day
1395,Pomeranian,20,Heel,4,Advanced,Confident Learner,Multiple Short Sessions per Day
1396,Poodle,20,Off Leash Down Stay,5,Advanced,Working on Tricks,Long Sessions
1397,Aspin,15,Off Leash Sit,4.2,Advanced,Focused but Distractible,Medium Sessions
1398,German Shepherd,17,Roll Over,3.1,Basic,Focused but Distractible,Multiple Short Sessions per Day
1399,Pug,6,Loose Leash Walking,2,Advanced,Focused but Distractible,Short Sessions
1400,Shih Tzu,18,Long Stay Off Leash,4,Intermediate,Needs More Guidance,Multiple Short Sessions per Day
1401,Golden Retriever,10,On and Off Sight Stay,2,Advanced,Quick Learner,Medium Sessions
1402,Shih Tzu,17,Off Leash Down Stay,3,Basic,Quick Learner,Medium Sessions
1403,Labrador Retriever,6,Off Leash Sit,2,Advanced,Very Responsive,Medium Sessions
1404,Pomeranian,15,Off Leash Down Stay,4,Basic,Quick Learner,Multiple Short Sessions per Day
1405,German Shepherd,3,Off Leash Sit Stay,3,Advanced,Working on Tricks,Multiple Short Sessions per Day
1406,Pomeranian,20,Heel,4,Advanced,Confident Learner,Multiple Short Sessions per Day
1407,Labrador Retriever,10,Off Leash Sit Stay,3.3,Advanced,Quick Learner,Multiple Short Sessions per Day
1408,Aspin,19,Down Stay,4.3,Advanced,Needs More Guidance,Long Sessions
1409,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1410,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1411,Poodle,1,Sit,3,Basic,Needs More Guidance,Medium Sessions
1412,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1413,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1414,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1415,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1416,Dalmatian,6,Heel,5,Basic,Working on Tricks,Multiple Short Sessions per Day
1417,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1418,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1419,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1420,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1421,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1422,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1423,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1424,Poodle,1,Sit,3,Basic,Needs More Guidance,Medium Sessions
1425,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1426,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1427,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1428,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1429,Dalmatian,6,Heel,5,Basic,Working on Tricks,Multiple Short Sessions per Day
1430,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1431,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1432,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1433,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1434,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1435,Pomeranian,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1436,Pomeranian,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1437,Dalmatian,21,Off Leash Down Stay,4.3,Advanced,Very Responsive,Short Sessions
1438,Chihuahua,16,Off Leash Sit,2.9,Advanced,Working on Tricks,Multiple Short Sessions per Day
1439,Beagle,8,Roll Over,4,Intermediate,Focused but Distractible,Medium Sessions
1440,Beagle,10,Loose Leash Walking,3.7,Intermediate,Focused but Distractible,Medium Sessions
1441,Pug,20,Long Stay Off Leash,2.3,Advanced,Very Responsive,Medium Sessions
1442,Pomeranian,19,On and Off Sight Stay,5,Advanced,Working on Tricks,Multiple Short Sessions per Day
1443,Rottweiler,18,Off Leash Down Stay,5,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1444,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1445,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1446,Poodle,1,Sit,3,Basic,Needs More Guidance,Medium Sessions
1447,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1448,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1449,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1450,Pug,21,Off Leash Sit,4.3,Advanced,Quick Learner,Short Sessions
1451,Dalmatian,6,Heel,5,Basic,Working on Tricks,Multiple Short Sessions per Day
1452,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1453,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1454,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1455,Chihuahua,10,Shake Hands,4.5,Intermediate,Confident Learner,No strict preference
1456,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1457,Pomeranian,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1458,Pomeranian,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1459,Dalmatian,21,Off Leash Down Stay,4.3,Advanced,Very Responsive,Short Sessions
1460,Chihuahua,16,Off Leash Sit,2.9,Advanced,Working on Tricks,Multiple Short Sessions per Day
1461,Beagle,8,Roll Over,4,Intermediate,Focused but Distractible,Medium Sessions
1462,Beagle,10,Loose Leash Walking,3.7,Intermediate,Focused but Distractible,Medium Sessions
1463,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1464,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1465,Poodle,1,Sit,3,Basic,Needs More Guidance,Medium Sessions
1466,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1467,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1468,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1469,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1470,Dalmatian,6,Heel,5,Basic,Working on Tricks,Multiple Short Sessions per Day
1471,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1472,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1473,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1474,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1475,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1476,Pomeranian,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1477,Pomeranian,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1478,Dalmatian,21,Off Leash Down Stay,4.3,Advanced,Very Responsive,Short Sessions
1479,Chihuahua,16,Off Leash Sit,2.9,Advanced,Working on Tricks,Multiple Short Sessions per Day
1480,Beagle,8,Roll Over,4,Intermediate,Focused but Distractible,Medium Sessions
1481,Beagle,10,Loose Leash Walking,3.7,Intermediate,Focused but Distractible,Medium Sessions
1482,Pug,20,Long Stay Off Leash,2.3,Advanced,Very Responsive,Medium Sessions
1483,Pomeranian,19,On and Off Sight Stay,5,Advanced,Working on Tricks,Multiple Short Sessions per Day
1484,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1485,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1486,Poodle,1,Sit,3,Basic,Needs More Guidance,Medium Sessions
1487,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1488,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1489,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1490,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1491,Dalmatian,6,Heel,5,Basic,Working on Tricks,Multiple Short Sessions per Day
1492,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1493,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1494,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1495,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1496,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1497,Pomeranian,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1498,Pomeranian,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1499,Dalmatian,21,Off Leash Down Stay,4.3,Advanced,Very Responsive,Short Sessions
1500,Chihuahua,16,Off Leash Sit,2.9,Advanced,Working on Tricks,Multiple Short Sessions per Day
1501,Beagle,8,Roll Over,4,Intermediate,Focused but Distractible,Medium Sessions
1502,Beagle,10,Loose Leash Walking,3.7,Intermediate,Focused but Distractible,Medium Sessions
1503,Pug,20,Long Stay Off Leash,2.3,Advanced,Very Responsive,Medium Sessions
1504,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1505,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1506,Poodle,1,Sit,3.2,Basic,Needs More Guidance,Medium Sessions
1507,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1508,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1509,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1510,Pug,21,Off Leash Sit,4.4,Advanced,Quick Learner,Short Sessions
1511,Dalmatian,6,Heel,5,Basic,Working on Tricks,Multiple Short Sessions per Day
1512,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1513,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1514,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1515,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1516,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1517,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1518,Poodle,1,Sit,3.6,Basic,Needs More Guidance,Medium Sessions
1519,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1520,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1521,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1522,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1523,Dalmatian,6,Heel,5,Basic,Working on Tricks,Multiple Short Sessions per Day
1524,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1525,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1526,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1527,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1528,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1529,Pomeranian,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
